Frame,Openness,MAR
1.0,0.03418803418803419,0.2253075616313937
2.0,0.03409090909090909,0.12494081952542306
3.0,0.03333333333333333,0.1544061170531251
4.0,0.07261488511488512,0.13581598199039654
5.0,0.1842857142857143,0.21768312787904198
6.0,0.3625,0.19079441233496555
7.0,0.365,0.13815970195106936
8.0,0.4057142857142857,0.13656456766555414
9.0,0.3533333333333334,0.14875147255352753
10.0,0.33958333333333335,0.32417354302354023
11.0,0.37333333333333335,0.4274476751977686
12.0,0.37124999999999997,0.4837456811982237
13.0,0.385,0.3854579015966903
14.0,0.36270833333333335,0.3025472822242614
15.0,0.3421875,0.29149670122281984
16.0,0.35052083333333334,0.28361783853842326
17.0,0.37833333333333335,0.30443075841925166
18.0,0.3933333333333333,0.28399315694272304
19.0,0.40166666666666667,0.30281182094106773
20.0,0.40729166666666666,0.2840006300468162
21.0,0.3794791666666667,0.31295582029578595
22.0,0.37052083333333335,0.30373315603664586
23.0,0.3814732142857143,0.29474774337551274
24.0,0.4214285714285714,0.31658698934826457
25.0,0.39761904761904765,0.26467049569293927
26.0,0.395,0.34311045037201776
27.0,0.405,0.3059355402704424
28.0,0.3591666666666667,0.36000720643985407
29.0,0.43854166666666666,0.2926132334452417
30.0,0.37916666666666665,0.3622936476246267
31.0,0.41000000000000003,0.2815686245665143
32.0,0.3875,0.39171668377570423
33.0,0.3729166666666667,0.30868783322878496
34.0,0.37083333333333335,0.36017117139327903
35.0,0.3729166666666667,0.29636851460084074
36.0,0.375,0.3079709376213936
37.0,0.3438541666666667,0.291956432511663
38.0,0.31052083333333336,0.32313410424261524
39.0,0.3625,0.2905386602327189
40.0,0.36238095238095236,0.33471448170049745
41.0,0.3328125,0.2894489808356001
42.0,0.33999999999999997,0.2976065207496959
43.0,0.325,0.296695244340369
44.0,0.3328125,0.3077619525037172
45.0,0.375,0.27714700189768626
46.0,0.33166666666666667,0.251802599169215
47.0,0.34444444444444444,0.29817661884263635
48.0,0.2583333333333333,0.30388819231172043
49.0,0.39166666666666666,0.3112212834914211
50.0,0.391875,0.3046917390230949
51.0,0.4390625,0.25823471481938437
52.0,0.38177083333333334,0.2950315178714706
53.0,0.4083333333333333,0.2592199528483947
54.0,0.39166666666666666,0.2733502955383014
55.0,0.36,0.28014515219144276
56.0,0.3683333333333333,0.3026455947473215
57.0,0.35833333333333334,0.29517597101103943
58.0,0.3516666666666667,0.28206884053997633
59.0,0.349375,0.21771004450052242
60.0,0.34523809523809523,0.1386641866910552
61.0,0.34933035714285715,0.125047698397214
62.0,0.35,0.14413965850988225
63.0,0.35833333333333334,0.15290942213667388
64.0,0.35833333333333334,0.1479958314056931
65.0,0.35,0.14883755303500562
66.0,0.38,0.15364925919925093
67.0,0.3466666666666667,0.14536818903083862
68.0,0.325,0.13985340761320714
69.0,0.29583333333333334,0.13738463464637438
70.0,0.29910714285714285,0.1438412356284784
71.0,0.3315476190476191,0.14709691481718035
72.0,0.3416666666666667,0.1442586508417133
73.0,0.30833333333333335,0.14662810329355347
74.0,0.31333333333333335,0.14982805900432247
75.0,0.30833333333333335,0.15765510324053006
76.0,0.32916666666666666,0.14101476702645085
77.0,0.3589285714285715,0.14247501397873577
78.0,0.32589285714285715,0.14066378226425963
79.0,0.27416666666666667,0.15065257374015695
80.0,0.2916666666666667,0.163384053516189
81.0,0.31333333333333335,0.15813934183284983
82.0,0.31333333333333335,0.16300868399314167
83.0,0.33,0.16527792878153505
84.0,0.29166666666666663,0.18742598481881137
85.0,0.3222222222222222,0.13185687293894083
86.0,0.42708333333333337,0.16669301892568486
87.0,0.4,0.15725246421896233
88.0,0.33125000000000004,0.17036659335550683
89.0,0.3120833333333333,0.15682204737606045
90.0,0.31125,0.15047409789207733
91.0,0.3827380952380952,0.15949632332356048
92.0,0.34,0.1494125208756283
93.0,0.31952380952380954,0.16430151972799437
94.0,0.345,0.1825333874018565
95.0,0.33333333333333337,0.18776644047269125
96.0,0.3354166666666667,0.20310740041136538
97.0,0.31875,0.1561795028853286
98.0,0.33,0.1803671458615996
99.0,0.31333333333333335,0.18004955243053017
100.0,0.32166666666666666,0.2166702157310197
101.0,0.31333333333333335,0.2125587368287443
102.0,0.36,0.2179038709638902
103.0,0.35333333333333333,0.2203983607201344
104.0,0.3433333333333334,0.19322357400164825
105.0,0.32333333333333336,0.19669180590850494
106.0,0.3053571428571429,0.26054725888201724
107.0,0.30052083333333335,0.1702845649800484
108.0,0.2873015873015873,0.2395506636808568
109.0,0.28888888888888886,0.1533724905193514
110.0,0.3833333333333333,0.16122561345810538
111.0,0.4222222222222222,0.16824019568646825
112.0,0.33395833333333336,0.18806125738802865
113.0,0.35041666666666665,0.1725728329576517
114.0,0.3666666666666667,0.17042997238683247
115.0,0.33333333333333337,0.1795059214460591
116.0,0.3594791666666667,0.1892399599297961
117.0,0.3461458333333334,0.17772275789870104
118.0,0.32385416666666667,0.17544803231183276
119.0,0.3282291666666667,0.18012235512016087
120.0,0.3360416666666667,0.1881212118938096
121.0,0.3360416666666667,0.24835302484652627
122.0,0.31375,0.23419769826270448
123.0,0.33291666666666664,0.2295274762203771
124.0,0.33999999999999997,0.24892853529847564
125.0,0.33166666666666667,0.29420323647308705
126.0,0.3229166666666667,0.24946047734319912
127.0,0.3466666666666667,0.2740105226290166
128.0,0.3516666666666667,0.2312202464990261
129.0,0.35333333333333333,0.22305152827370295
130.0,0.3516666666666667,0.217205397525971
131.0,0.3416666666666667,0.2279715355458783
132.0,0.36,0.21785263721353287
133.0,0.3466666666666667,0.23356069225622392
134.0,0.36,0.23290848608029455
135.0,0.36,0.21642348858240446
136.0,0.36,0.20131573029263433
137.0,0.36,0.19112778132598662
138.0,0.34114583333333337,0.19763084291501903
139.0,0.3494791666666667,0.19480642697846595
140.0,0.30208333333333337,0.2243570368286299
141.0,0.3260416666666667,0.2410108248812035
142.0,0.18333333333333335,0.21161342013745307
143.0,0.25555555555555554,0.17323674449897264
144.0,0.31666666666666665,0.17213413495096214
145.0,0.3215625,0.16187762454447618
146.0,0.33875,0.16638413913888894
147.0,0.33958333333333335,0.17783589386185425
148.0,0.3744791666666667,0.18172989339263693
149.0,0.3588541666666667,0.1849184499678913
150.0,0.32552083333333337,0.21194615691159013
151.0,0.33166666666666667,0.2077348208851051
152.0,0.3338541666666667,0.188388267370744
153.0,0.30052083333333335,0.1892494351414691
154.0,0.30833333333333335,0.21827695721332585
155.0,0.3078125,0.24012689876661664
156.0,0.315625,0.25025258159985597
157.0,0.33229166666666665,0.2510021679359985
158.0,0.315625,0.23175734814963428
159.0,0.31666666666666665,0.25120363364275355
160.0,0.31666666666666665,0.2362206020847808
161.0,0.3482142857142857,0.23869698497548358
162.0,0.32333333333333336,0.23265945369636976
163.0,0.31666666666666665,0.24901495117934808
164.0,0.30833333333333335,0.24091025547651357
165.0,0.29333333333333333,0.2514552344913026
166.0,0.3016666666666667,0.261593033677896
167.0,0.3016666666666667,0.2545877201207329
168.0,0.3016666666666667,0.22293550518044253
169.0,0.32666666666666666,0.23341120933118387
170.0,0.30666666666666664,0.228675530194522
171.0,0.2111111111111111,0.2630752703535219
172.0,0.3119047619047619,0.20154469314239204
173.0,0.3470238095238095,0.24039089869010666
174.0,0.3734375,0.18375617339342065
175.0,0.36333333333333334,0.22814584139602934
176.0,0.31,0.24031326348083593
177.0,0.3471428571428572,0.2154828956195886
178.0,0.32,0.24673203215829723
179.0,0.33999999999999997,0.21998604024435542
180.0,0.3466666666666667,0.2558211179796387
181.0,0.33,0.18631115232442913
182.0,0.3433333333333334,0.18465398384815018
183.0,0.3516666666666667,0.20829613282135467
184.0,0.35,0.2640732300654726
185.0,0.335,0.2571921757557736
186.0,0.3416666666666667,0.228351858961374
187.0,0.3433333333333334,0.23912549594616095
188.0,0.32166666666666666,0.26810691678612175
189.0,0.3433333333333334,0.23320017043743324
190.0,0.345,0.24434355002213232
191.0,0.32333333333333336,0.2715206860913426
192.0,0.3383333333333333,0.2717322971859031
193.0,0.3229166666666667,0.22814250759214166
194.0,0.33125,0.22463734766771754
195.0,0.36,0.22066790850263146
196.0,0.3616666666666667,0.22117230084185308
197.0,0.35333333333333333,0.24768094988080716
198.0,0.3516666666666667,0.2431355704847104
199.0,0.33125,0.24952295826712528
200.0,0.3520833333333333,0.23823545790914247
201.0,0.3354166666666667,0.21346873308439196
202.0,0.34375,0.21582998595724412
203.0,0.33666666666666667,0.1972777233234153
204.0,0.32916666666666666,0.20608755405388607
205.0,0.30625,0.23838353960911798
206.0,0.31333333333333335,0.23890266053188408
207.0,0.335,0.24390039037420175
208.0,0.3354166666666667,0.22758743594436442
209.0,0.2866666666666667,0.22110560027335857
210.0,0.305,0.2172531586338602
211.0,0.27999999999999997,0.19742810911792869
212.0,0.28476190476190477,0.19775147515255337
213.0,0.2733333333333333,0.2011705110856255
214.0,0.30000000000000004,0.19991184282309932
215.0,0.30541666666666667,0.21238205185298042
216.0,0.35833333333333334,0.2206186936886876
217.0,0.24107142857142858,0.17217714730143727
218.0,0.40773809523809523,0.17658434616664376
219.0,0.45833333333333337,0.19844930679819933
220.0,0.3833333333333333,0.22952003312396235
221.0,0.39166666666666666,0.2237354333914483
222.0,0.36,0.21316607422732797
223.0,0.32166666666666666,0.23029920236404658
224.0,0.32976190476190476,0.21951420686847523
225.0,0.30000000000000004,0.2361267222788241
226.0,0.29500000000000004,0.2505024653158666
227.0,0.3226190476190476,0.26017126127289686
228.0,0.30952380952380953,0.2496197142731726
229.0,0.31785714285714284,0.21528632468328718
230.0,0.31166666666666665,0.19392250952040102
231.0,0.30666666666666664,0.2179251978645768
232.0,0.29333333333333333,0.21431490902354816
233.0,0.29333333333333333,0.23790375061558197
234.0,0.32166666666666666,0.21781853860671282
235.0,0.32166666666666666,0.22323058301478715
236.0,0.305,0.2655016749337674
237.0,0.29666666666666663,0.24273492322323997
238.0,0.29666666666666663,0.24085876354021535
239.0,0.28833333333333333,0.23451440012715577
240.0,0.29666666666666663,0.2283370250614094
241.0,0.31833333333333336,0.21238696323045628
242.0,0.31166666666666665,0.21186540850241556
243.0,0.30625,0.21166392238134496
244.0,0.3125,0.20318523991853693
245.0,0.32666666666666666,0.1968618921101292
246.0,0.31333333333333335,0.19697749780720342
247.0,0.32,0.2029168563150624
248.0,0.3,0.19211208765273416
249.0,0.30083333333333334,0.20079124118246666
250.0,0.2866666666666666,0.19244128344670022
251.0,0.28,0.20256945387323
252.0,0.319047619047619,0.2249817096983503
253.0,0.2859375,0.2041783057045774
254.0,0.3666666666666667,0.18439365977308342
255.0,0.2111111111111111,0.2146023783184987
256.0,0.3555555555555555,0.1714695537805706
257.0,0.3729166666666667,0.2173723260070071
258.0,0.36875,0.24701148437618223
259.0,0.3684375,0.19972841233401212
260.0,0.3171875,0.19270700616812064
261.0,0.33166666666666667,0.18942758544004193
262.0,0.3129166666666667,0.20858880271965183
263.0,0.3375,0.22032058500698692
264.0,0.31666666666666665,0.22756730574795886
265.0,0.30583333333333335,0.19043377144333185
266.0,0.30666666666666664,0.18793244920026403
267.0,0.30583333333333335,0.19980307163116715
268.0,0.29500000000000004,0.19567656158142865
269.0,0.27958333333333335,0.205155575302151
270.0,0.27291666666666664,0.21293146449904343
271.0,0.27291666666666664,0.2266984360393824
272.0,0.28541666666666665,0.22027101343780378
273.0,0.31875,0.2125627495384283
274.0,0.2925,0.21017189551863713
275.0,0.29833333333333334,0.2041100789019045
276.0,0.2725,0.20777463329918094
277.0,0.2791666666666667,0.20536010060514373
278.0,0.2791666666666667,0.2076100911827133
279.0,0.28583333333333333,0.23999072211932815
280.0,0.3291666666666667,0.23975106073712688
281.0,0.3229166666666667,0.2284106099646141
282.0,0.3458333333333333,0.21585289659261772
283.0,0.3458333333333333,0.2556818611960633
284.0,0.33125000000000004,0.22929881598559854
285.0,0.3229166666666667,0.2430135427330791
286.0,0.30583333333333335,0.23331159650581373
287.0,0.33166666666666667,0.2159158048511989
288.0,0.31666666666666665,0.2184958368431254
289.0,0.2777777777777778,0.17203299960823565
290.0,0.3666666666666667,0.19681686755365346
291.0,0.3666666666666667,0.1914958847847662
292.0,0.38177083333333334,0.20383753930154505
293.0,0.3607142857142857,0.1910532123278052
294.0,0.3516666666666667,0.18134531340856636
295.0,0.345,0.18226063081434152
296.0,0.3466666666666667,0.18340100320214897
297.0,0.3828571428571429,0.18341662724944957
298.0,0.35333333333333333,0.1818106723265477
299.0,0.32666666666666666,0.19061070387315543
300.0,0.32666666666666666,0.1846783565452721
301.0,0.3352380952380952,0.1824190328155038
302.0,0.34904761904761905,0.19105402114885384
303.0,0.33999999999999997,0.1897682049522307
304.0,0.36,0.19445237252066305
305.0,0.3533333333333334,0.2025298660347309
306.0,0.34458333333333335,0.18912149322275323
307.0,0.33333333333333337,0.1928630410335434
308.0,0.32,0.1890570039883187
309.0,0.32,0.19711650950359
310.0,0.35,0.2033399019162603
311.0,0.346031746031746,0.214837070586765
312.0,0.38035714285714284,0.15791807556413678
313.0,0.4083333333333333,0.1838277187421144
314.0,0.3933333333333333,0.19965284843943615
315.0,0.36375,0.19389546438908087
316.0,0.34458333333333335,0.1919294083337045
317.0,0.3325,0.18080719172436255
318.0,0.33208333333333334,0.16617817403415183
319.0,0.34,0.16121705508182965
320.0,0.35333333333333333,0.14763684084381964
321.0,0.33999999999999997,0.1637325573950029
322.0,0.33999999999999997,0.16081504443112993
323.0,0.3414285714285714,0.1709211578753673
324.0,0.335,0.16987949678473174
325.0,0.3419047619047619,0.18794150418954772
326.0,0.34,0.17227529112846923
327.0,0.34375,0.16004038305231363
328.0,0.35,0.18370062698923523
329.0,0.33875,0.17944302231905476
330.0,0.3282291666666667,0.17571350149646092
331.0,0.3227083333333334,0.17142135707999465
332.0,0.30583333333333335,0.1748051524222301
333.0,0.309375,0.16754634637997098
334.0,0.3070833333333334,0.18476818712050316
335.0,0.33095238095238094,0.1872185987881183
336.0,0.32047619047619047,0.1818434226563017
337.0,0.2808333333333333,0.1789523871391558
338.0,0.3227083333333334,0.16438709602596313
339.0,0.3227083333333334,0.16601149929000433
340.0,0.3125,0.1627313877696459
341.0,0.3338541666666667,0.18809001965667974
342.0,0.31916666666666665,0.16639012225586913
343.0,0.3744047619047619,0.17005770563241657
344.0,0.3271428571428572,0.1757691118675115
345.0,0.29441964285714284,0.17265276152772294
346.0,0.3338541666666667,0.16013675915076245
