Frame,EAR,MAR,PERCLOS
50,0.4180028137229824,0.43834934403426806,0.0
51,0.3985775908158632,0.39629003717045397,0.0
52,0.39120542859566665,0.35238060635362667,0.0
53,0.39120542859566665,0.39629003717045397,0.0
54,0.39120542859566665,0.44474569020986027,0.0
55,0.34555210486664983,0.43834934403426806,0.0
56,0.3922297365802059,0.4021324658641261,0.0
57,0.4113191282300166,0.39629003717045397,0.0
58,0.4339530647406462,0.4021324658641261,0.0
59,0.4382500468799179,0.4021324658641261,0.0
60,0.33531346781217497,0.5008659307963617,0.0
61,0.37633614705631574,0.4021324658641261,0.0
62,0.3726132966463058,0.49194772333301334,0.0
63,0.35607483777561,0.4462959005607101,0.0
64,0.37626050077985823,0.4021324658641261,0.0
65,0.37633614705631574,0.4462959005607101,0.0
66,0.3894048254183704,0.4462959005607101,0.0
67,0.37122635292712514,0.4021324658641261,0.0
68,0.4161808376989414,0.39629003717045397,0.0
69,0.3586395383093113,0.43834934403426806,0.0
70,0.39652181006056403,0.39629003717045397,0.0
71,0.3628896739032189,0.4165985279140616,0.0
72,0.39716948038964905,0.42274036082665584,0.0
73,0.39120542859566665,0.4165985279140616,0.0
74,0.31703597591687005,0.348058067569092,0.0
75,0.2471858124254158,0.39629003717045397,0.013333333333333334
76,0.37037209526233333,0.4021324658641261,0.0
77,0.3729367957960346,0.39629003717045397,0.0
78,0.39352733738901763,0.39629003717045397,0.0
79,0.3477381587517037,0.39629003717045397,0.0
80,0.3582097076786913,0.4165985279140616,0.0
81,0.36857149208503703,0.39629003717045397,0.0
82,0.4339530647406462,0.39629003717045397,0.0
83,0.41337490898531576,0.4021324658641261,0.0
84,0.4113191282300166,0.4462959005607101,0.0
85,0.4113191282300166,0.4021324658641261,0.0
86,0.4339530647406462,0.43834934403426806,0.0
87,0.40815754692447814,0.4462959005607101,0.0
88,0.41045912742089385,0.39629003717045397,0.0
89,0.38830997532818,0.4021324658641261,0.0
90,0.43619426612461876,0.43834934403426806,0.0
91,0.417283180023999,0.4141621067847753,0.0
92,0.4113191282300166,0.39629003717045397,0.0
93,0.430044793701963,0.43834934403426806,0.0
94,0.388685191719387,0.5008659307963617,0.0
95,0.3970218707432932,0.45130249138614487,0.0
96,0.41421493493510364,0.4021324658641261,0.0
97,0.3920454545454546,0.4021324658641261,0.0
98,0.4356060606060606,0.4462959005607101,0.0
99,0.4180028137229824,0.4462959005607101,0.0
100,0.39716948038964905,0.4141621067847753,0.0
101,0.4160805664902688,0.4021324658641261,0.0
102,0.39716948038964905,0.45964667395963565,0.0
103,0.4371368703978223,0.42274036082665584,0.0
104,0.35359095970747995,0.39629003717045397,0.0
105,0.35557477709288077,0.42274036082665584,0.0
106,0.4144095976705496,0.43834934403426806,0.0
107,0.34716245179251704,0.4021324658641261,0.0
108,0.3628896739032189,0.39629003717045397,0.0
109,0.45267873021259264,0.43834934403426806,0.0
110,0.430044793701963,0.4021324658641261,0.0
111,0.4138393651062963,0.43834934403426806,0.0
112,0.4339530647406462,0.46505418095346795,0.0
113,0.39716948038964905,0.4021324658641261,0.0
114,0.24017048618081133,0.4141621067847753,0.008771929824561403
115,0.2563297889542924,0.4165985279140616,0.017391304347826087
116,0.3477381587517037,0.39629003717045397,0.0
117,0.350302859285405,0.39629003717045397,0.0
118,0.43619426612461876,0.4165985279140616,0.0
119,0.39147155663371846,0.39629003717045397,0.0
120,0.3753996615606373,0.30262874684312724,0.0
121,0.3628896739032189,0.39629003717045397,0.0
122,0.36857149208503703,0.39629003717045397,0.0
123,0.39147155663371846,0.45130249138614487,0.0
124,0.39446602930526486,0.4106279458747585,0.0
125,0.3977415044422766,0.45130249138614487,0.0
126,0.4113191282300166,0.47191038634867466,0.0
127,0.37138108835136485,0.4021324658641261,0.0
128,0.4339530647406462,0.4021324658641261,0.0
129,0.4164040656399976,0.4021324658641261,0.0
130,0.36867051148909674,0.4021324658641261,0.0
131,0.36792382175595195,0.4021324658641261,0.0
132,0.39652181006056403,0.42274036082665584,0.0
133,0.3628896739032189,0.4021324658641261,0.0
134,0.43467269843962963,0.45130249138614487,0.0
135,0.39015151515151514,0.4021324658641261,0.0
136,0.43897680635678515,0.4021324658641261,0.0
137,0.37037209526233333,0.4021324658641261,0.0
138,0.39973418092335034,0.45964667395963565,0.0
139,0.36857149208503703,0.4021324658641261,0.0
140,0.417283180023999,0.4462959005607101,0.0
141,0.3743523296709149,0.4021324658641261,0.0
142,0.3914677319515534,0.39629003717045397,0.0
143,0.3729367957960346,0.4021324658641261,0.0
144,0.4558532937629961,0.45130249138614487,0.0
145,0.3855236104138485,0.4021324658641261,0.0
146,0.4160805664902688,0.4021324658641261,0.0
147,0.350302859285405,0.35238060635362667,0.0
148,0.3952472331569355,0.39629003717045397,0.0
149,0.4113191282300166,0.4021324658641261,0.0
150,0.41522739926869984,0.44474569020986027,0.0
151,0.41356032961398914,0.44474569020986027,0.0
152,0.39980441097545966,0.44474569020986027,0.0
153,0.41688803337651453,0.43834934403426806,0.0
154,0.4138393651062963,0.39629003717045397,0.0
155,0.3790430410120247,0.4165985279140616,0.0
156,0.4339530647406462,0.43834934403426806,0.0
157,0.43467269843962963,0.43834934403426806,0.0
158,0.43600884549594543,0.39629003717045397,0.0
159,0.4339530647406462,0.39629003717045397,0.0
160,0.4535811771593268,0.39629003717045397,0.0
161,0.3477381587517037,0.43834934403426806,0.0
162,0.3138505659330999,0.3865103412619629,0.0
163,0.3269048254183704,0.39629003717045397,0.0
164,0.3628896739032189,0.39629003717045397,0.0
165,0.393006031772963,0.39629003717045397,0.0
166,0.4369138998236022,0.4165985279140616,0.0
167,0.4166666666666667,0.43834934403426806,0.0
168,0.3567313672003679,0.348058067569092,0.0
169,0.3977415044422766,0.39629003717045397,0.0
170,0.4148251268433315,0.39629003717045397,0.0
171,0.3922297365802059,0.44474569020986027,0.0
172,0.3939917935099982,0.44474569020986027,0.0
173,0.3970218707432932,0.46081322846434114,0.0
174,0.37626050077985823,0.39629003717045397,0.0
175,0.3949861662518046,0.39629003717045397,0.0
176,0.38477692068070374,0.39629003717045397,0.0
177,0.39120542859566665,0.4021324658641261,0.0
178,0.39655649404369947,0.4021324658641261,0.0
179,0.35614680114550834,0.39629003717045397,0.0
180,0.37037209526233333,0.4462959005607101,0.0
181,0.3656760388175504,0.42274036082665584,0.0
182,0.3628896739032189,0.39629003717045397,0.0
183,0.4322859950859355,0.4021324658641261,0.0
184,0.3628896739032189,0.4021324658641261,0.0
185,0.34016240117594615,0.43834934403426806,0.0
186,0.40815754692447814,0.39629003717045397,0.0
187,0.3955707323066643,0.39629003717045397,0.0
188,0.388685191719387,0.4462959005607101,0.0
189,0.3505245236660352,0.46081322846434114,0.0
190,0.43619426612461876,0.39629003717045397,0.0
191,0.3921911903327019,0.39629003717045397,0.0
192,0.3731584601766649,0.39629003717045397,0.0
193,0.39652181006056403,0.39629003717045397,0.0
194,0.43897680635678515,0.44474569020986027,0.0
195,0.3783162815351574,0.39629003717045397,0.0
196,0.38830997532818,0.45130249138614487,0.0
197,0.39377012912936793,0.44474569020986027,0.0
198,0.3939917935099982,0.39629003717045397,0.0
199,0.38636363636363635,0.39629003717045397,0.0
200,0.41933896077929816,0.43834934403426806,0.0
201,0.2221858124254158,0.39629003717045397,0.004975124378109453
202,0.24017048618081133,0.39629003717045397,0.009900990099009901
203,0.3353223269078479,0.44474569020986027,0.0
204,0.3855236104138485,0.43834934403426806,0.0
205,0.40825088314112123,0.39629003717045397,0.0
206,0.3855236104138485,0.39629003717045397,0.0
207,0.3929493702791893,0.44474569020986027,0.0
208,0.3855236104138485,0.39629003717045397,0.0
209,0.4113191282300166,0.39629003717045397,0.0
210,0.3477381587517037,0.39629003717045397,0.0
211,0.4101972221056649,0.4462959005607101,0.0
212,0.3729367957960346,0.39629003717045397,0.0
213,0.3855236104138485,0.39629003717045397,0.0
214,0.45267873021259264,0.39629003717045397,0.0
215,0.34790914152566177,0.39629003717045397,0.0
216,0.43766896713924364,0.39629003717045397,0.0
217,0.4003496503496503,0.4021324658641261,0.0
218,0.41864705741398867,0.43834934403426806,0.0
219,0.4186452670239701,0.4462959005607101,0.0
220,0.41356032961398914,0.43834934403426806,0.0
221,0.43619426612461876,0.39629003717045397,0.0
222,0.375,0.44474569020986027,0.0
223,0.3970218707432932,0.39629003717045397,0.0
224,0.417283180023999,0.44474569020986027,0.0
225,0.3743523296709149,0.44474569020986027,0.0
226,0.37640811042621414,0.39629003717045397,0.0
227,0.41522739926869984,0.39629003717045397,0.0
228,0.3731584601766649,0.44474569020986027,0.0
229,0.4382500468799179,0.49194772333301334,0.0
230,0.3952472331569355,0.39629003717045397,0.0
231,0.4369138998236022,0.43834934403426806,0.0
232,0.3894048254183704,0.39629003717045397,0.0
233,0.43619426612461876,0.39629003717045397,0.0
234,0.4339530647406462,0.39629003717045397,0.0
235,0.4180028137229824,0.43834934403426806,0.0
236,0.4180028137229824,0.44474569020986027,0.0
237,0.3977415044422766,0.44474569020986027,0.0
238,0.4200657202561654,0.39629003717045397,0.0
239,0.417283180023999,0.39629003717045397,0.0
240,0.3784710169593971,0.43834934403426806,0.0
241,0.3789728109599154,0.39629003717045397,0.0
242,0.3970218707432932,0.39629003717045397,0.0
243,0.37633614705631574,0.44474569020986027,0.0
244,0.4180028137229824,0.39629003717045397,0.0
245,0.35614680114550834,0.347261003385908,0.0
246,0.4378565040968057,0.39629003717045397,0.0
247,0.3438505298161366,0.4165985279140616,0.0
248,0.19749631348826882,0.43834934403426806,0.004032258064516129
249,0.3302856100052116,0.39629003717045397,0.0
250,0.3628896739032189,0.33586437448586365,0.0
251,0.41319169477721124,0.43834934403426806,0.0
252,0.3952472331569355,0.39629003717045397,0.0
253,0.3729367957960346,0.4165985279140616,0.0
254,0.3731584601766649,0.45130249138614487,0.0
255,0.3711361926187383,0.4165985279140616,0.0
256,0.36857149208503703,0.4021324658641261,0.0
257,0.3952472331569355,0.4165985279140616,0.0
258,0.3477381587517037,0.45130249138614487,0.0
259,0.3693181818181818,0.4021324658641261,0.0
260,0.37572316071036616,0.45130249138614487,0.0
261,0.36857149208503703,0.36588946788253196,0.0
262,0.350302859285405,0.39629003717045397,0.0
263,0.3628896739032189,0.39629003717045397,0.0
264,0.3978119336906368,0.45130249138614487,0.0
265,0.37684506683471786,0.44474569020986027,0.0
266,0.3499488167068485,0.39629003717045397,0.0
267,0.350302859285405,0.4021324658641261,0.0
268,0.37626050077985823,0.45130249138614487,0.0
269,0.378900847590017,0.44474569020986027,0.0
270,0.35557477709288077,0.39629003717045397,0.0
271,0.37684506683471786,0.45130249138614487,0.0
272,0.37684506683471786,0.45130249138614487,0.0
273,0.3783162815351574,0.46505418095346795,0.0
274,0.36126734311723796,0.4021324658641261,0.0
275,0.37698013447884166,0.4021324658641261,0.0
276,0.3934466299796392,0.39629003717045397,0.0
277,0.35614680114550834,0.39629003717045397,0.0
278,0.37576044009712906,0.44474569020986027,0.0
279,0.37211603694585593,0.44474569020986027,0.0
280,0.37442429304081326,0.44474569020986027,0.0
281,0.37454249196259926,0.44474569020986027,0.0
282,0.417283180023999,0.39629003717045397,0.0
283,0.35614680114550834,0.44474569020986027,0.0
284,0.35614680114550834,0.44474569020986027,0.0
285,0.35614680114550834,0.44474569020986027,0.0
286,0.37633614705631574,0.44474569020986027,0.0
287,0.35607483777561,0.44474569020986027,0.0
288,0.3504649829636901,0.39629003717045397,0.0
289,0.17424242424242425,0.39629003717045397,0.0034602076124567475
290,0.29364680114550834,0.39629003717045397,0.006896551724137931
291,0.33787816834587625,0.39629003717045397,0.0
292,0.33787816834587625,0.43834934403426806,0.0
293,0.33787816834587625,0.43834934403426806,0.0
294,0.35557477709288077,0.44474569020986027,0.0
295,0.3378693092502033,0.44474569020986027,0.0
296,0.36857149208503703,0.4165985279140616,0.0
297,0.39652181006056403,0.43477000174730496,0.0
298,0.36792382175595195,0.39629003717045397,0.0
299,0.34716245179251704,0.39629003717045397,0.0
300,0.3204859049219976,0.44474569020986027,0.0
301,0.3713578569993685,0.39629003717045397,0.0
302,0.3179212043882963,0.39629003717045397,0.0
303,0.43619426612461876,0.43834934403426806,0.0
304,0.3970218707432932,0.44474569020986027,0.0
305,0.39652181006056403,0.39629003717045397,0.0
306,0.3970218707432932,0.44474569020986027,0.0
307,0.37626050077985823,0.46170272345348096,0.0
308,0.35608369687128283,0.39629003717045397,0.0
309,0.3775647005337013,0.39629003717045397,0.0
310,0.35614680114550834,0.4021324658641261,0.0
311,0.3592960677340692,0.39629003717045397,0.0
312,0.37037209526233333,0.4165985279140616,0.0
313,0.3567313672003679,0.43477000174730496,0.0
314,0.3992252611449483,0.42009083609128284,0.0
315,0.37138108835136485,0.45130249138614487,0.0
316,0.39015151515151514,0.42274036082665584,0.0
317,0.35351899633758155,0.45130249138614487,0.0
318,0.3477381587517037,0.39629003717045397,0.0
319,0.4110739612442553,0.4021324658641261,0.0
320,0.393006031772963,0.42274036082665584,0.0
321,0.3894318814525317,0.4021324658641261,0.0
322,0.408859817609331,0.4021324658641261,0.0
323,0.4339530647406462,0.43834934403426806,0.0
324,0.39511369963434995,0.45130249138614487,0.0
325,0.39120542859566665,0.4021324658641261,0.0
326,0.3939917935099982,0.4141621067847753,0.0
327,0.39120542859566665,0.43834934403426806,0.0
328,0.39120542859566665,0.4021324658641261,0.0
329,0.3785935768827575,0.44474569020986027,0.0
330,0.3794728716426446,0.4021324658641261,0.0
331,0.3477381587517037,0.46081322846434114,0.0
332,0.37180119038944187,0.49194772333301334,0.0
333,0.4141250569436422,0.43834934403426806,0.0
334,0.26430096268380265,0.44474569020986027,0.0029940119760479044
335,0.34790914152566177,0.39629003717045397,0.0
336,0.37626050077985823,0.44474569020986027,0.0
337,0.3970218707432932,0.42274036082665584,0.0
338,0.37626050077985823,0.42274036082665584,0.0
339,0.33531346781217497,0.47191038634867466,0.0
340,0.417283180023999,0.45130249138614487,0.0
341,0.3951856630042483,0.46170272345348096,0.0
342,0.39716948038964905,0.44474569020986027,0.0
343,0.35557477709288077,0.39629003717045397,0.0
344,0.35557477709288077,0.39629003717045397,0.0
345,0.35549913081642326,0.45130249138614487,0.0
346,0.33531346781217497,0.39629003717045397,0.0
347,0.30756627894717303,0.46916701846758996,0.0
348,0.35351899633758155,0.45130249138614487,0.0
349,0.3921911903327019,0.39629003717045397,0.0
350,0.37640811042621414,0.44474569020986027,0.0
351,0.43897680635678515,0.4165985279140616,0.0
352,0.37698013447884166,0.39629003717045397,0.0
353,0.393006031772963,0.39629003717045397,0.0
354,0.417283180023999,0.44474569020986027,0.0
355,0.37684506683471786,0.44474569020986027,0.0
356,0.3951856630042483,0.44474569020986027,0.0
357,0.37633614705631574,0.45130249138614487,0.0
358,0.37633614705631574,0.39629003717045397,0.0
359,0.37633614705631574,0.45130249138614487,0.0
360,0.4187295731998497,0.43834934403426806,0.0
361,0.37037209526233333,0.43834934403426806,0.0
362,0.3477381587517037,0.43834934403426806,0.0
363,0.4160805664902688,0.39629003717045397,0.0
364,0.37037209526233333,0.44474569020986027,0.0
365,0.34172372422243136,0.44474569020986027,0.0
366,0.3883214655415226,0.43834934403426806,0.0
367,0.33531346781217497,0.39629003717045397,0.0
368,0.35607483777561,0.44474569020986027,0.0
369,0.4148251268433315,0.46505418095346795,0.0
370,0.4339530647406462,0.39629003717045397,0.0
371,0.3477381587517037,0.4056704851168295,0.0
372,0.3269048254183704,0.45964667395963565,0.0
373,0.2533807845868412,0.43834934403426806,0.002680965147453083
374,0.3358980338670346,0.47191038634867466,0.0
375,0.3358980338670346,0.5008659307963617,0.0
376,0.33787816834587625,0.4021324658641261,0.0
377,0.3567313672003679,0.45130249138614487,0.0
378,0.19175778731488302,0.5599276281036739,0.0026455026455026454
379,0.3125,0.5062029716112053,0.0
380,0.33275762637414663,0.46170272345348096,0.0
381,0.31448013447884166,0.45130249138614487,0.0
382,0.3971766061675329,0.4141621067847753,0.0
383,0.35557477709288077,0.45130249138614487,0.0
384,0.4113191282300166,0.4021324658641261,0.0
385,0.3743523296709149,0.4165985279140616,0.0
386,0.37633614705631574,0.4021324658641261,0.0
387,0.37037209526233333,0.5599276281036739,0.0
388,0.3269048254183704,0.4021324658641261,0.0
389,0.3477381587517037,0.42274036082665584,0.0
390,0.30607149208503703,0.4462959005607101,0.0
391,0.378900847590017,0.48452186125780444,0.0
392,0.30607149208503703,0.44474569020986027,0.0
393,0.33531346781217497,0.45130249138614487,0.0
394,0.3269048254183704,0.4021324658641261,0.0
395,0.3775647005337013,0.42274036082665584,0.0
396,0.36857149208503703,0.4462959005607101,0.0
397,0.3693181818181818,0.5008659307963617,0.0
398,0.4138393651062963,0.46505418095346795,0.0
399,0.4339530647406462,0.39629003717045397,0.0
400,0.3477381587517037,0.43834934403426806,0.0
401,0.4113191282300166,0.4165985279140616,0.0
402,0.43619426612461876,0.47191038634867466,0.0
403,0.4138393651062963,0.4165985279140616,0.0
404,0.412038761929,0.39629003717045397,0.0
405,0.43467269843962963,0.43834934403426806,0.0
406,0.39120542859566665,0.43834934403426806,0.0
407,0.3544287923282493,0.39629003717045397,0.0
408,0.39147155663371846,0.43834934403426806,0.0
409,0.35614680114550834,0.4165985279140616,0.0
410,0.4101972221056649,0.4462959005607101,0.0
411,0.3505245236660352,0.43834934403426806,0.0
412,0.37138108835136485,0.4021324658641261,0.0
413,0.37037209526233333,0.4165985279140616,0.0
414,0.3992323869228321,0.39629003717045397,0.0
415,0.3484848484848485,0.45146239919434583,0.0
416,0.39652181006056403,0.43834934403426806,0.0
417,0.350302859285405,0.46081322846434114,0.0
418,0.4339530647406462,0.43834934403426806,0.0
419,0.4339530647406462,0.39629003717045397,0.0
420,0.41319169477721124,0.4021324658641261,0.0
421,0.393006031772963,0.45130249138614487,0.0
422,0.35614680114550834,0.45130249138614487,0.0
423,0.3477381587517037,0.39629003717045397,0.0
424,0.33531346781217497,0.47191038634867466,0.0
425,0.4144095976705496,0.348058067569092,0.0
426,0.35614680114550834,0.4462959005607101,0.0
427,0.417283180023999,0.46505418095346795,0.0
428,0.4339530647406462,0.39629003717045397,0.0
429,0.4138393651062963,0.4021324658641261,0.0
430,0.4339530647406462,0.45130249138614487,0.0
431,0.4339530647406462,0.39629003717045397,0.0
432,0.350302859285405,0.39629003717045397,0.0
433,0.3477381587517037,0.39629003717045397,0.0
434,0.36857149208503703,0.4165985279140616,0.0
435,0.43619426612461876,0.39629003717045397,0.0
436,0.393006031772963,0.39629003717045397,0.0
437,0.35416666666666663,0.44474569020986027,0.0
438,0.39716948038964905,0.44474569020986027,0.0
439,0.25,0.39629003717045397,0.002277904328018223
440,0.24351283016807113,0.45130249138614487,0.004545454545454545
441,0.35614680114550834,0.39629003717045397,0.0
442,0.3353223269078479,0.39043440472151514,0.0
443,0.36867051148909674,0.39629003717045397,0.0
444,0.39461015507915587,0.39629003717045397,0.0
445,0.37037209526233333,0.39629003717045397,0.0
446,0.43619426612461876,0.39629003717045397,0.0
447,0.4138393651062963,0.44474569020986027,0.0
448,0.4138393651062963,0.44474569020986027,0.0
449,0.3713578569993685,0.4165985279140616,0.0
450,0.36857149208503703,0.46081322846434114,0.0
451,0.3713578569993685,0.43834934403426806,0.0
452,0.4148251268433315,0.4165985279140616,0.0
453,0.34555210486664983,0.44474569020986027,0.0
454,0.39147155663371846,0.39629003717045397,0.0
455,0.40165748956719194,0.4165985279140616,0.0
456,0.3939917935099982,0.39629003717045397,0.0
457,0.3624850941858664,0.39629003717045397,0.0
458,0.3729367957960346,0.44474569020986027,0.0
459,0.37442429304081326,0.44474569020986027,0.0
460,0.35359095970747995,0.43834934403426806,0.0
461,0.39015151515151514,0.44474569020986027,0.0
462,0.3894048254183704,0.39629003717045397,0.0
463,0.3726132966463058,0.4056704851168295,0.0
464,0.3992323869228321,0.44474569020986027,0.0
465,0.35614680114550834,0.39629003717045397,0.0
466,0.208233583185645,0.44474569020986027,0.002145922746781116
467,0.25,0.39629003717045397,0.004282655246252677
468,0.2733980338670346,0.42274036082665584,0.00641025641025641
469,0.33275762637414663,0.44474569020986027,0.0
470,0.39511369963434995,0.39629003717045397,0.0
471,0.3970218707432932,0.4284533947857208,0.0
472,0.37698013447884166,0.4021324658641261,0.0
473,0.35549913081642326,0.4141621067847753,0.0
474,0.35614680114550834,0.45130249138614487,0.0
475,0.33531346781217497,0.45130249138614487,0.0
476,0.3775647005337013,0.47191038634867466,0.0
477,0.43673560497281266,0.39629003717045397,0.0
478,0.393006031772963,0.39629003717045397,0.0
479,0.393006031772963,0.44474569020986027,0.0
480,0.388685191719387,0.47191038634867466,0.0
481,0.37640811042621414,0.39629003717045397,0.0
482,0.37370465934182984,0.44474569020986027,0.0
483,0.3970218707432932,0.44474569020986027,0.0
484,0.37633614705631574,0.44474569020986027,0.0
485,0.35557477709288077,0.4021324658641261,0.0
486,0.4180028137229824,0.44474569020986027,0.0
487,0.37640811042621414,0.46505418095346795,0.0
488,0.3094522766718783,0.36208749483343783,0.0
489,0.24001437729429054,0.42274036082665584,0.002044989775051125
490,0.307651673494582,0.454994821285834,0.0
491,0.3628896739032189,0.39629003717045397,0.0
492,0.3477381587517037,0.46170272345348096,0.0
493,0.37037209526233333,0.4021324658641261,0.0
494,0.33531346781217497,0.44474569020986027,0.0
495,0.3125,0.44474569020986027,0.0
496,0.3384627344007359,0.44474569020986027,0.0
497,0.3581306185309091,0.39629003717045397,0.0
498,0.37626050077985823,0.4165985279140616,0.0
499,0.375,0.4021324658641261,0.0
500,0.3713578569993685,0.39629003717045397,0.0
501,0.417283180023999,0.39629003717045397,0.0
502,0.37633614705631574,0.44474569020986027,0.0
503,0.33531346781217497,0.39629003717045397,0.0
504,0.35549913081642326,0.39629003717045397,0.0
505,0.37037209526233333,0.39629003717045397,0.0
506,0.39716948038964905,0.39629003717045397,0.0
507,0.35359095970747995,0.44474569020986027,0.0
508,0.35549913081642326,0.39629003717045397,0.0
509,0.39724144375954745,0.39629003717045397,0.0
510,0.35549913081642326,0.39629003717045397,0.0
511,0.35608369687128283,0.4165985279140616,0.0
512,0.37626050077985823,0.39629003717045397,0.0
513,0.39716948038964905,0.39629003717045397,0.0
514,0.35416666666666663,0.39629003717045397,0.0
515,0.35607483777561,0.39629003717045397,0.0
516,0.3746807374795572,0.43834934403426806,0.0
517,0.4138393651062963,0.43834934403426806,0.0
518,0.37037209526233333,0.5008659307963617,0.0
519,0.26136363636363635,0.39629003717045397,0.0019267822736030828
520,0.24017048618081133,0.43834934403426806,0.0038461538461538464
521,0.350302859285405,0.4165985279140616,0.0
522,0.3477381587517037,0.43834934403426806,0.0
523,0.41590227163947935,0.4462959005607101,0.0
524,0.37037209526233333,0.43834934403426806,0.0
525,0.372352229741175,0.39629003717045397,0.0
526,0.35614680114550834,0.4165985279140616,0.0
527,0.3939917935099982,0.33586437448586365,0.0
528,0.35614680114550834,0.33586437448586365,0.0
529,0.3586395383093113,0.30262874684312724,0.0
530,0.3510495490185498,0.3729885013161564,0.0
531,0.41590227163947935,0.39629003717045397,0.0
532,0.37211603694585593,0.43834934403426806,0.0
533,0.39716948038964905,0.33586437448586365,0.0
534,0.39716948038964905,0.3312945782245396,0.0
535,0.39147155663371846,0.3910801375232869,0.0
536,0.4369138998236022,0.3841167295796041,0.0
537,0.39147155663371846,0.35238060635362667,0.0
538,0.3921911903327019,0.35238060635362667,0.0
539,0.3713578569993685,0.43834934403426806,0.0
540,0.38636363636363635,0.3910801375232869,0.0
541,0.3704796631939804,0.43834934403426806,0.0
542,0.36857149208503703,0.3910801375232869,0.0
543,0.39015151515151514,0.43834934403426806,0.0
544,0.4369138998236022,0.39629003717045397,0.0
545,0.3894048254183704,0.43834934403426806,0.0
546,0.3726132966463058,0.33586437448586365,0.0
547,0.3894048254183704,0.39629003717045397,0.0
548,0.393006031772963,0.39629003717045397,0.0
549,0.4160805664902688,0.4165985279140616,0.0
550,0.39015151515151514,0.43834934403426806,0.0
551,0.36857149208503703,0.43834934403426806,0.0
552,0.39120542859566665,0.44474569020986027,0.0
553,0.35359095970747995,0.44474569020986027,0.0
554,0.45267873021259264,0.39629003717045397,0.0
555,0.4138393651062963,0.39629003717045397,0.0
556,0.3712121212121212,0.44474569020986027,0.0
557,0.37319225569096287,0.46505418095346795,0.0
558,0.3921911903327019,0.43834934403426806,0.0
559,0.35351899633758155,0.33586437448586365,0.0
560,0.3729367957960346,0.4021324658641261,0.0
561,0.36857149208503703,0.43834934403426806,0.0
562,0.3921911903327019,0.3841167295796041,0.0
563,0.36857149208503703,0.35238060635362667,0.0
564,0.41634286984615554,0.43834934403426806,0.0
565,0.3711361926187383,0.43834934403426806,0.0
566,0.3713578569993685,0.43834934403426806,0.0
567,0.3718828823518831,0.43834934403426806,0.0
568,0.3711361926187383,0.43834934403426806,0.0
569,0.3739225575330698,0.39629003717045397,0.0
570,0.3914677319515534,0.46081322846434114,0.0
571,0.3711361926187383,0.46081322846434114,0.0
572,0.39221442168469817,0.43834934403426806,0.0
573,0.39120542859566665,0.4165985279140616,0.0
574,0.36857149208503703,0.43834934403426806,0.0
575,0.3713578569993685,0.43834934403426806,0.0
576,0.39446602930526486,0.3841167295796041,0.0
577,0.41522739926869984,0.33586437448586365,0.0
578,0.39980441097545966,0.39571665642531423,0.0
579,0.3769081711089433,0.33586437448586365,0.0
